Jitter(local),Jitter(local),Jitter (rap),"Jitter(local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ppq5),Jitter (ddp),Jitter (ddp),Shimmer (local),Shimmer (local),"Shimmer (local, db)",Shimmer (apq3),Shimmer (apq3),Shimmer (apq5),Shimmer (apq5),Shimmer (apq11),Shimmer (apq11),Shimmer (dda),Shimmer (dda),AC,NDH,HTM,Median Pitch,Mean Pitch,Standard deviation,Minimum pitch,Maximum pitch,Number of pulses,Number of periods,Mean period,Standard deviation of period,Fraction of locally unvoiced frames,Fraction of locally unvoiced frames,Number of voice breaks,Degree of voice breaks,Degree of voice breaks,status
0.0418300,4.183,0.009740,2.97407000E-04,0.974,0.01446,1.446,0.02923,2.923,0.08991,8.991,0.781,0.03361,3.361,0.04689,4.689,0.12834,12.834,0.10082,10.082,0.819814,0.272323,8.615,114.499,150.594,116.633,86.629,480.176,38,32,0.007110037,0.003635531,0.47692,47.692,1,0.17193,17.193,0
0.0112200,1.122,0.002450,1.07604000E-04,0.245,0.0105896,1.05896,0.00735,0.735,0.10923,10.923,1.039,0.03722,3.722,0.0551648,5.51648,0.1048536,10.48536,0.11165,11.165,0.67768,0.557162,3.792,103.888,104.105,1.741,102.283,106.362,5,4,0.009594287,0.000144299,0.81356,81.356,0,0,0,0
0.0198200,1.982,0.005810,1.78631000E-04,0.581,0.00781,0.781,0.01743,1.743,0.12403,12.403,1.195,0.05887,5.887,0.10917,10.917,0.05717,5.717,0.17662,17.662,0.897049,0.125652,11.029,111.373,111.043,3.965,99.824,115.588,20,18,0.00901183,0.000352004,0.05556,5.556,1,0.09509,9.509,0
0.0534200,5.342,0.024040,3.10772000E-04,2.404,0.02975,2.975,0.07212,7.212,0.16878,16.878,1.543,0.05492,5.492,0.0798,7.98,0.31659,31.659,0.16475,16.475,0.765611,0.378796,6.692,122.421,185.702,139.647,95.853,495.831,150,126,0.005817646,0.003315814,0.45283,45.283,6,0.18337,18.337,0
0.0192400,1.924,0.007790,1.67343000E-04,0.779,0.00988,0.988,0.02336,2.336,0.12572,12.572,1.16,0.05073,5.073,0.07882,7.882,0.15069,15.069,0.1522,15.22,0.873727,0.189651,10.979,116.195,115.025,7.593,92.818,131.351,160,156,0.008696105,0.000614128,0.05479,5.479,3,0.06704,6.704,0
0.0248100,2.481,0.009860,2.02288000E-04,0.986,0.01098,1.098,0.02958,2.958,0.13354,13.354,1.318,0.04899,4.899,0.07281,7.281,0.1629,16.29,0.14696,14.696,0.826996,0.255059,8.877,118.507,127.638,55.745,97.024,444.089,127,115,0.008153334,0.001581764,0.32738,32.738,6,0.39971,39.971,0
0.0234500,2.345,0.009510,1.75396000E-04,0.951,0.00743,0.743,0.02854,2.854,0.1208,12.08,1.238,0.05779,5.779,0.07678,7.678,0.10553,10.553,0.17336,17.336,0.80003,0.323474,8.425,128.036,137.525,63.094,99.039,479.372,103,92,0.007479142,0.002048267,0.4908,49.08,7,0.48009,48.009,0
0.0244000,2.44,0.009370,1.50982000E-04,0.937,0.00627,0.627,0.0281,2.81,0.06289,6.289,0.756,0.02637,2.637,0.03687,3.687,0.06569,6.569,0.07911,7.911,0.832804,0.227446,8.446,115.156,166.181,124.457,111.666,447.522,23,20,0.00618763,0.003155383,0.54545,54.545,1,0.17153,17.153,0
0.0166100,1.661,0.007760,1.49737000E-04,0.776,0.0096,0.96,0.02327,2.327,0.10842,10.842,0.887,0.0488,4.88,0.05373,5.373,0.063,6.3,0.1464,14.64,0.868938,0.184686,10.049,109.028,110.949,6.365,103.041,123.402,43,41,0.009016481,0.000518399,0.14634,14.634,1,0.06371,6.371,0
0.0272500,2.725,0.014230,2.34845000E-04,1.423,0.01731,1.731,0.0427,4.27,0.14471,14.471,1.299,0.05795,5.795,0.05826,5.826,0.18267,18.267,0.17385,17.385,0.814717,0.304536,8.306,106.727,118.709,56.247,103.356,454.117,48,43,0.008619704,0.001848841,0.24,24,2,0.23615,23.615,0
0.0221100,2.211,0.007700,2.11965000E-04,0.77,0.01265,1.265,0.0231,2.31,0.09727,9.727,0.994,0.03411,3.411,0.05616,5.616,0.08973,8.973,0.10233,10.233,0.897574,0.119722,10.572,101.418,104.517,10.753,86.428,127.716,42,41,0.009586827,0.000983441,0.07143,7.143,0,0,0,0
0.0319400,3.194,0.015220,2.20372000E-04,1.522,0.01734,1.734,0.04566,4.566,0.13161,13.161,1.352,0.04146,4.146,0.0605,6.05,0.22983,22.983,0.12437,12.437,0.805645,0.31696,8.302,108.551,144.535,115.065,87.956,484.366,47,43,0.006900359,0.003540767,0.27083,27.083,2,0.29975,29.975,0
0.0364600,3.646,0.021580,2.50388000E-04,2.158,0.02534,2.534,0.06474,6.474,0.09197,9.197,1.035,0.02747,2.747,0.04584,4.584,0.08944,8.944,0.08242,8.242,0.798322,0.326042,8.068,111.313,149.615,105.825,101.705,451.872,57,50,0.006867977,0.003179081,0.31481,31.481,3,0.32939,32.939,0
0.0149500,1.495,0.004450,1.36032000E-04,0.445,0.00628,0.628,0.01335,1.335,0.08197,8.197,0.735,0.03906,3.906,0.04509,4.509,0.10496,10.496,0.11719,11.719,0.941525,0.063372,12.821,104.91,109.507,9.715,97.371,132.768,33,32,0.00909761,0.000822208,0,0,0,0,0,0
0.0243900,2.439,0.009850,1.95369000E-04,0.985,0.01578,1.578,0.02955,2.955,0.0758,7.58,0.849,0.03167,3.167,0.04127,4.127,0.0442,4.42,0.09501,9.501,0.879414,0.153018,9.95,110.157,121.779,59.608,98.561,457.464,47,44,0.008010956,0.00241736,0.1,10,2,0.13136,13.136,0
0.0145600,1.456,0.004270,1.28749000E-04,0.427,0.00856,0.856,0.01281,1.281,0.10357,10.357,0.958,0.04715,4.715,0.05609,5.609,0.09182,9.182,0.14144,14.144,0.861964,0.219805,10.247,114.272,112.896,4.736,97.643,117.253,27,25,0.008845288,0.000379443,0.30556,30.556,1,0.04442,4.442,0
0.0253100,2.531,0.013060,1.36465000E-04,1.306,0.01483,1.483,0.03917,3.917,0.10218,10.218,1.16,0.04775,4.775,0.06379,6.379,0.11033,11.033,0.14326,14.326,0.890721,0.149084,10.944,177.621,186.557,29.85,155.888,263.471,126,124,0.00539255,0.000777644,0.01449,1.449,0,0,0,0
0.0150600,1.506,0.008580,7.96500000E-05,0.858,0.00878,0.878,0.02574,2.574,0.08226,8.226,0.761,0.04348,4.348,0.05512,5.512,0.06685,6.685,0.13045,13.045,0.955912,0.057285,16.264,187.626,189.089,7.882,177.957,234.059,184,182,0.005287109,0.000218753,0,0,0,0,0,0
0.0081400,0.814,0.004420,4.11030000E-05,0.442,0.00476,0.476,0.01326,1.326,0.06093,6.093,0.557,0.0314,3.14,0.03876,3.876,0.05088,5.088,0.09421,9.421,0.98242,0.018011,18.044,196.089,198.058,7.041,189.397,224.03,212,211,0.005046949,0.000181374,0,0,0,0,0,0
0.0239100,2.391,0.012320,1.23527000E-04,1.232,0.01208,1.208,0.03697,3.697,0.13388,13.388,1.241,0.05983,5.983,0.08432,8.432,0.13778,13.778,0.1795,17.95,0.930703,0.080955,12.29,190.945,196.861,36.839,176.631,425.526,89,85,0.00516533,0.000507355,0.16071,16.071,1,0.09093,9.093,0
0.0399400,3.994,0.023010,2.10057000E-04,2.301,0.02199,2.199,0.06903,6.903,0.11037,11.037,1.114,0.05373,5.373,0.06933,6.933,0.09265,9.265,0.16119,16.119,0.89247,0.142032,10.82,178.578,189.474,18.953,162.685,219.324,77,75,0.005258751,0.00056833,0.31667,31.667,1,0.08642,8.642,0
0.0444300,4.443,0.022590,1.81787000E-04,2.259,0.03033,3.033,0.06777,6.777,0.16977,16.977,1.52,0.06455,6.455,0.12059,12.059,0.22956,22.956,0.19365,19.365,0.853757,0.209938,9.447,194.37,241.416,91.195,178.32,498.35,91,86,0.004091892,0.001375305,0.5,50,3,0.33716,33.716,0
0.0115600,1.156,0.005750,5.97080000E-05,0.575,0.00556,0.556,0.01726,1.726,0.10083,10.083,0.93,0.04557,4.557,0.06695,6.695,0.09681,9.681,0.13672,13.672,0.943044,0.066615,13.552,187.77,193.736,13.595,179.758,222.045,56,55,0.005166558,0.000353449,0.31915,31.915,0,0,0,0
0.0340500,3.405,0.017100,1.64871000E-04,1.71,0.0161,1.61,0.0513,5.13,0.18944,18.944,1.579,0.08982,8.982,0.14641,14.641,0.09558,9.558,0.26945,26.945,0.888782,0.138892,10.006,189.161,204.475,59.692,167.467,489.661,59,57,0.004841848,0.001101343,0.61446,61.446,1,0.59733,59.733,0
0.0248200,2.482,0.013410,1.38359000E-04,1.341,0.01468,1.468,0.04024,4.024,0.12535,12.535,1.206,0.06415,6.415,0.07133,7.133,0.12721,12.721,0.19246,19.246,0.843202,0.249156,8.738,173.283,178.346,20.358,152.134,234.738,104,101,0.005575139,0.000632567,0.10769,10.769,2,0.10872,10.872,0
0.0271200,2.712,0.014660,1.31173000E-04,1.466,0.01246,1.246,0.04398,4.398,0.18475,18.475,1.556,0.08591,8.591,0.10269,10.269,0.11836,11.836,0.25772,25.772,0.862948,0.209983,9.789,188.148,216.476,87.404,168.158,492.334,129,119,0.004836344,0.001255949,0.16216,16.216,1,0.03354,3.354,0
0.0536900,5.369,0.024300,2.06175000E-04,2.43,0.02814,2.814,0.07291,7.291,0.16437,16.437,1.44,0.07644,7.644,0.08844,8.844,0.1483,14.83,0.22932,22.932,0.78703,0.337376,7.198,194.36,274.374,132.48,176.717,490.165,158,132,0.003840433,0.00159797,0.35227,35.227,3,0.0972,9.72,0
0.0271500,2.715,0.013760,1.38169000E-04,1.376,0.01513,1.513,0.04128,4.128,0.11251,11.251,1.144,0.047,4.7,0.06474,6.474,0.09581,9.581,0.14099,14.099,0.878536,0.160955,10.226,194.158,196.241,13.165,157.286,220.081,92,90,0.005088661,0.000386515,0.23077,23.077,1,0.18074,18.074,0
0.0338200,3.382,0.016950,2.00804000E-04,1.695,0.01661,1.661,0.05084,5.084,0.14309,14.309,1.35,0.07393,7.393,0.09268,9.268,0.159,15.9,0.22178,22.178,0.892806,0.136794,10.514,172.2,172.858,21.139,132.519,213.284,60,59,0.00593695,0.000971413,0.17021,17.021,0,0,0,0
0.0389800,3.898,0.019860,2.10401000E-04,1.986,0.01942,1.942,0.05959,5.959,0.17217,17.217,1.348,0.08356,8.356,0.1256,12.56,0.19322,19.322,0.25069,25.069,0.793277,0.309076,6.713,181.153,185.263,25.869,135.297,244.773,143,138,0.005398062,0.000783877,0.5,50,4,0.23656,23.656,0
0.0170700,1.707,0.008890,1.03921000E-04,0.889,0.0099,0.99,0.02668,2.668,0.10684,10.684,1.125,0.04961,4.961,0.06596,6.596,0.10937,10.937,0.14883,14.883,0.866021,0.183733,9.471,163.848,164.034,7.431,145.917,190.529,160,158,0.00608971,0.000314803,0.17647,17.647,0,0,0,0
0.0305900,3.059,0.017270,1.83496000E-04,1.727,0.01657,1.657,0.05182,5.182,0.16194,16.194,1.392,0.08352,8.352,0.10812,10.812,0.15,15,0.25056,25.056,0.806728,0.270491,6.838,161.585,166.571,13.707,149.216,201.852,133,130,0.005999328,0.000501553,0.35484,35.484,2,0.11849,11.849,0
0.0365000,3.65,0.018200,2.06991000E-04,1.82,0.02202,2.202,0.05459,5.459,0.15419,15.419,1.36,0.07416,7.416,0.10614,10.614,0.10589,10.589,0.22249,22.249,0.750487,0.38785,5.441,167.095,172.452,42.21,70.502,455.921,116,105,0.005671143,0.000800267,0.5375,53.75,6,0.27141,27.141,0
0.0326000,3.26,0.016570,2.31161000E-04,1.657,0.02007,2.007,0.04971,4.971,0.1348,13.48,1.199,0.07912,7.912,0.11321,11.321,0.16641,16.641,0.23736,23.736,0.813779,0.266914,7.416,139.757,140.577,6.926,132.405,166.957,45,43,0.00709089,0.000417095,0.49231,49.231,1,0.04951,4.951,0
0.0210000,2.1,0.011940,1.37790000E-04,1.194,0.0098,0.98,0.03581,3.581,0.11456,11.456,1.038,0.04555,4.555,0.06555,6.555,0.12232,12.232,0.13666,13.666,0.901622,0.127146,11.728,147.205,151.388,12.937,137.777,198.865,66,65,0.006561445,0.000598949,0.10638,10.638,0,0,0,0
0.0395800,3.958,0.020810,2.55022000E-04,2.081,0.02245,2.245,0.06242,6.242,0.20869,20.869,1.777,0.12227,12.227,0.14786,14.786,0.19005,19.005,0.36682,36.682,0.772669,0.363178,6.514,147.261,155.248,14.245,139.361,186.771,58,56,0.006443985,0.000678199,0.33929,33.929,1,0.11513,11.513,0
0.0304200,3.042,0.017580,1.98458000E-04,1.758,0.01808,1.808,0.05273,5.273,0.14152,14.152,1.344,0.04685,4.685,0.08694,8.694,0.23549,23.549,0.14054,14.054,0.821475,0.258642,8.199,150.708,153.322,12.999,137.783,179.733,68,67,0.006523014,0.000554598,0.39189,39.189,0,0,0,0
0.0631400,6.314,0.037150,4.13379000E-04,3.715,0.04214,4.214,0.11146,11.146,0.16938,16.938,1.497,0.08314,8.314,0.0968,9.68,0.13551,13.551,0.24943,24.943,0.7344,0.43643,5.349,142.655,151.378,19.047,127.725,188.951,56,53,0.006547248,0.000939551,0.47692,47.692,2,0.44554,44.554,0
0.0440300,4.403,0.022590,2.72065000E-04,2.259,0.02328,2.328,0.06777,6.777,0.15825,15.825,1.296,0.0668,6.68,0.10222,10.222,0.15414,15.414,0.20041,20.041,0.785941,0.299175,6.12,158.781,161.447,19.114,136.192,196.619,49,47,0.006179069,0.000802143,0.46429,46.429,1,0.31932,31.932,0
0.0291500,2.915,0.015870,2.03013000E-04,1.587,0.01366,1.366,0.04761,4.761,0.08984,8.984,0.935,0.04274,4.274,0.04952,4.952,0.07763,7.763,0.12823,12.823,0.866067,0.206522,11.483,141.651,142.881,5.246,136.597,157.534,56,54,0.006964561,0.000357187,0.50602,50.602,1,0.05902,5.902,0
0.0271600,2.716,0.014560,1.81273000E-04,1.456,0.01808,1.808,0.04369,4.369,0.11393,11.393,1.132,0.05053,5.053,0.06823,6.823,0.12107,12.107,0.15158,15.158,0.825274,0.278135,8.417,149.573,150.832,8.959,138.27,181.634,75,74,0.006673432,0.000458118,0.35135,35.135,0,0,0,0
0.0183100,1.831,0.008510,1.26766000E-04,0.851,0.01005,1.005,0.02553,2.553,0.11747,11.747,1.088,0.05178,5.178,0.069,6.9,0.0816,8.16,0.15533,15.533,0.863939,0.220077,10.774,140.926,144.605,9.351,137.553,171.637,50,49,0.006921858,0.000420417,0.47692,47.692,0,0,0,0
0.0055300,0.553,0.002120,5.17210000E-05,0.212,0.00215,0.215,0.00637,0.637,0.04055,4.055,0.4,0.01787,1.787,0.02611,2.611,0.04197,4.197,0.05362,5.362,0.972744,0.036182,19.158,105.033,107.062,6.202,90.259,120.752,258,257,0.009347647,0.000544454,0,0,0,0,0,0
0.0080600,0.806,0.001490,7.52510000E-05,0.149,0.00259,0.259,0.00448,0.448,0.05459,5.459,0.637,0.01802,1.802,0.0321,3.21,0.06291,6.291,0.05406,5.406,0.942453,0.082543,18.577,107.563,107.161,9.017,80.223,119.053,95,94,0.009334993,0.000879367,0.02222,2.222,0,0,0,0
0.0048200,0.482,0.001420,4.00240000E-05,0.142,0.00151,0.151,0.00426,0.426,0.0536,5.36,0.506,0.01731,1.731,0.02838,2.838,0.06808,6.808,0.05194,5.194,0.962749,0.060125,19.339,119.563,120.321,9.319,97.302,134.813,167,165,0.008295369,0.000628894,0.00725,0.725,1,0.01436,1.436,0
0.0203600,2.036,0.008280,1.76739000E-04,0.828,0.01229,1.229,0.02485,2.485,0.08123,8.123,0.906,0.03999,3.999,0.05369,5.369,0.07726,7.726,0.11996,11.996,0.8952,0.147482,12.497,116.783,115.281,6.748,105.004,123.134,43,42,0.00868239,0.000546249,0.26531,26.531,0,0,0,0
0.0257400,2.574,0.010890,2.29516000E-04,1.089,0.01401,1.401,0.03268,3.268,0.11389,11.389,1.144,0.05026,5.026,0.07266,7.266,0.08849,8.849,0.15078,15.078,0.877619,0.174585,10.143,111.887,112.025,7.991,91.84,125.471,55,53,0.008916506,0.000762781,0.26562,26.562,1,0.25493,25.493,0
0.0208400,2.084,0.007120,1.87358000E-04,0.712,0.01074,1.074,0.02135,2.135,0.11716,11.716,1.292,0.04578,4.578,0.06886,6.886,0.0931,9.31,0.13735,13.735,0.84814,0.219041,9.659,110.088,111.238,5.408,104.201,119.874,46,44,0.00898955,0.000463398,0.02439,2.439,1,0.0423,4.23,0
0.0205400,2.054,0.008020,1.95365000E-04,0.802,0.00655,0.655,0.02407,2.407,0.18905,18.905,1.546,0.10413,10.413,0.10048,10.048,0.13921,13.921,0.31238,31.238,0.807475,0.285167,6.961,107.416,104.38,7.312,88.615,111.89,32,31,0.009513337,0.0007469,0.38298,38.298,0,0,0,0
0.0135300,1.353,0.002370,1.22889000E-04,0.237,0.00339,0.339,0.00712,0.712,0.08809,8.809,0.816,0.029,2.9,0.04838,4.838,0.12281,12.281,0.08699,8.699,0.9008,0.140774,12.67,111.462,109.614,6.1,94.052,115.652,26,25,0.009085624,0.000513916,0.21951,21.951,0,0,0,0
0.0166000,1.66,0.004190,1.64668000E-04,0.419,0.00621,0.621,0.01256,1.256,0.09641,9.641,0.919,0.03685,3.685,0.05818,5.818,0.13621,13.621,0.11056,11.056,0.849209,0.227674,8.974,102.072,101.004,7.452,76.561,109.084,49,47,0.009921499,0.000837443,0.2459,24.59,1,0.1408,14.08,0
0.0175600,1.756,0.005450,1.72668000E-04,0.545,0.00773,0.773,0.01634,1.634,0.13799,13.799,1.347,0.04031,4.031,0.0574,5.74,0.18504,18.504,0.12094,12.094,0.870515,0.184644,9.97,104.175,101.588,9.461,80.255,116.095,64,62,0.009831926,0.000966134,0.04545,4.545,0,0,0,0
0.0275400,2.754,0.008500,2.62365000E-04,0.85,0.00937,0.937,0.02551,2.551,0.15908,15.908,1.416,0.07431,7.431,0.11219,11.219,0.27516,27.516,0.22294,22.294,0.856685,0.194424,9.032,108.975,105.932,7.741,88.576,114.236,40,39,0.009525518,0.000938347,0.42857,42.857,0,0,0,0
0.0125900,1.259,0.004280,1.15964000E-04,0.428,0.0052,0.52,0.01285,1.285,0.15641,15.641,1.384,0.05747,5.747,0.09716,9.716,0.21973,21.973,0.17242,17.242,0.856892,0.224853,9.731,103.469,108.62,13.787,92.254,130.595,57,55,0.009208963,0.001157463,0.27397,27.397,1,0.13891,13.891,0
0.0117300,1.173,0.002340,1.08515000E-04,0.234,0.00407,0.407,0.00702,0.702,0.12739,12.739,1.16,0.03325,3.325,0.06039,6.039,0.13134,13.134,0.09974,9.974,0.898713,0.134098,11.245,110.148,107.49,6.274,94.804,114.104,21,20,0.009254432,0.000523387,0.42105,42.105,0,0,0,0
0.0241200,2.412,0.011060,1.95522000E-04,1.106,0.01416,1.416,0.03319,3.319,0.1677,16.77,1.52,0.06986,6.986,0.10826,10.826,0.20454,20.454,0.20958,20.958,0.825335,0.263076,8.417,118.955,123.331,12.81,94.061,143.057,127,120,0.008105511,0.000858154,0.21678,21.678,4,0.25302,25.302,0
0.0117400,1.174,0.003770,1.00405000E-04,0.377,0.00513,0.513,0.01132,1.132,0.09812,9.812,1.05,0.03432,3.432,0.05833,5.833,0.116,11.6,0.10296,10.296,0.912083,0.116485,12.4,118.293,117.06,10.301,86.094,132.562,134,133,0.008549214,0.00079365,0.00877,0.877,0,0,0,0
0.0204900,2.049,0.008230,1.73663000E-04,0.823,0.0106,1.06,0.02468,2.468,0.12171,12.171,1.156,0.04084,4.084,0.07277,7.277,0.18119,18.119,0.12253,12.253,0.864527,0.190687,9.817,117.686,118.227,8.708,95.108,136.661,108,105,0.008473845,0.000610996,0.13333,13.333,2,0.09984,9.984,0
0.0266300,2.663,0.010620,2.39503000E-04,1.062,0.01096,1.096,0.03186,3.186,0.13399,13.399,1.282,0.05207,5.207,0.07807,7.807,0.16517,16.517,0.15622,15.622,0.83581,0.236045,8.602,109.187,111.203,11.829,74.956,135.761,124,116,0.008994328,0.001049199,0.23404,23.404,6,0.18385,18.385,0
0.0132900,1.329,0.006250,1.19340000E-04,0.625,0.00842,0.842,0.01875,1.875,0.11607,11.607,1.105,0.04752,4.752,0.07551,7.551,0.09709,9.709,0.14255,14.255,0.874438,0.168939,9.709,112.05,111.652,2.325,106.009,115.464,54,52,0.008978799,0.000222473,0.05882,5.882,1,0.04157,4.157,0
0.0118200,1.182,0.004920,1.07156000E-04,0.492,0.00639,0.639,0.01475,1.475,0.08883,8.883,0.907,0.02481,2.481,0.0467,4.67,0.10834,10.834,0.07442,7.442,0.949491,0.05716,14.469,110.57,110.578,3.025,104.753,116.456,75,74,0.00906587,0.000272044,0,0,0,0,0,0
0.0144800,1.448,0.005460,1.31702000E-04,0.546,0.00636,0.636,0.01639,1.639,0.10698,10.698,1.082,0.03331,3.331,0.05883,5.883,0.11493,11.493,0.09993,9.993,0.883389,0.16862,10.82,110.758,109.929,5.018,101.205,118.203,56,53,0.009093978,0.000437622,0.11111,11.111,2,0.11126,11.126,0
0.0103500,1.035,0.004080,9.57050000E-05,0.408,0.00442,0.442,0.01224,1.224,0.1429,14.29,1.494,0.04324,4.324,0.05712,5.712,0.21921,21.921,0.12971,12.971,0.912061,0.112829,11.64,108.696,108.064,3.493,100.717,113.742,70,69,0.009245052,0.000310785,0,0,0,0,0,0
0.0218900,2.189,0.010440,1.81121000E-04,1.044,0.01101,1.101,0.03133,3.133,0.13847,13.847,1.387,0.05257,5.257,0.07506,7.506,0.15901,15.901,0.1577,15.77,0.859614,0.216823,9.905,110.033,122.703,72.642,100.408,485.968,67,63,0.008273418,0.002405881,0.14516,14.516,1,0.12285,12.285,0
0.0256500,2.565,0.012520,2.07841000E-04,1.252,0.01426,1.426,0.03757,3.757,0.14564,14.564,1.28,0.04556,4.556,0.05979,5.979,0.15346,15.346,0.13668,13.668,0.875053,0.169113,10.128,109.173,122.876,68.851,103.635,492.494,73,69,0.008103957,0.002505239,0.31325,31.325,1,0.18569,18.569,0
0.0105300,1.053,0.003610,9.81270000E-05,0.361,0.00466,0.466,0.01083,1.083,0.09599,9.599,0.936,0.03848,3.848,0.05572,5.572,0.12324,12.324,0.11545,11.545,0.933211,0.074834,12.336,106.474,107.323,4.546,94.248,115.809,58,57,0.009315773,0.000410373,0.03704,3.704,0,0,0,0
0.0149700,1.497,0.006650,1.36421000E-04,0.665,0.00915,0.915,0.01996,1.996,0.17078,17.078,1.548,0.08153,8.153,0.0885,8.85,0.20178,20.178,0.2446,24.46,0.847451,0.200443,8.768,108.853,109.752,3.678,102.802,119.419,60,58,0.009110131,0.000324556,0.07018,7.018,1,0.06724,6.724,0
0.0112200,1.122,0.003000,1.20402000E-04,0.3,0.00453,0.453,0.00901,0.901,0.09284,9.284,0.955,0.02744,2.744,0.04444,4.444,0.10349,10.349,0.08232,8.232,0.916148,0.103143,12.638,95.753,93.447,6.473,76.992,100.01,34,33,0.010735021,0.000841566,0.29412,29.412,0,0,0,0
0.0114500,1.145,0.005530,5.22520000E-05,0.553,0.00448,0.448,0.01659,1.659,0.07283,7.283,0.644,0.03559,3.559,0.04476,4.476,0.06721,6.721,0.10676,10.676,0.933362,0.100922,13.532,217.636,219.882,12.375,195.126,249.829,97,96,0.004563469,0.000260688,0,0,0,0,0,0
0.0067400,0.674,0.003580,3.26780000E-05,0.358,0.00292,0.292,0.01073,1.073,0.06756,6.756,0.618,0.03411,3.411,0.04336,4.336,0.05029,5.029,0.10233,10.233,0.966862,0.039446,16.616,202.184,206.261,13.256,190.781,230.941,122,121,0.004849054,0.000307682,0.01695,1.695,0,0,0,0
0.0060300,0.603,0.003120,2.92280000E-05,0.312,0.0029,0.29,0.00935,0.935,0.09325,9.325,0.881,0.0473,4.73,0.06266,6.266,0.07823,7.823,0.14191,14.191,0.957457,0.048019,15.602,191.815,206.451,25.004,186.193,262.74,222,221,0.004850081,0.000554223,0,0,0,0,0,0
0.0106200,1.062,0.002760,5.43390000E-05,0.276,0.00332,0.332,0.00827,0.827,0.15524,15.524,1.436,0.07513,7.513,0.10797,10.797,0.22976,22.976,0.2254,22.54,0.931986,0.082791,12.589,201.291,194.41,20.187,157.842,213.637,40,39,0.005116735,0.000538444,0.375,37.5,0,0,0,0
0.0281600,2.816,0.010900,1.53056000E-04,1.09,0.00718,0.718,0.0327,3.27,0.09388,9.388,0.868,0.03614,3.614,0.06655,6.655,0.09594,9.594,0.10843,10.843,0.854299,0.211913,9.31,180.544,185.275,13.508,158.194,218.844,37,33,0.005435841,0.000450069,0.45238,45.238,2,0.53194,53.194,0
0.0114500,1.145,0.007030,5.30630000E-05,0.703,0.00655,0.655,0.0211,2.11,0.18904,18.904,1.768,0.10917,10.917,0.10462,10.462,0.12052,12.052,0.32751,32.751,0.90375,0.116385,11.04,190.45,216.976,93.484,176.282,497.937,27,23,0.004633256,0.001426649,0.69048,69.048,1,0.57479,57.479,0
0.0159200,1.592,0.006530,8.91590000E-05,0.653,0.0052,0.52,0.01959,1.959,0.1258,12.58,1.133,0.07135,7.135,0.0764,7.64,0.07569,7.569,0.21405,21.405,0.895125,0.139338,11.363,180.664,178.216,8.647,162.677,196.149,31,30,0.00560113,0.000323921,0.55263,55.263,0,0,0,0
0.0216500,2.165,0.010880,1.22725000E-04,1.088,0.00942,0.942,0.03265,3.265,0.14035,14.035,1.172,0.06057,6.057,0.06376,6.376,0.06096,6.096,0.18171,18.171,0.863851,0.208047,9.716,176.352,175.803,5.242,165.496,183.608,31,30,0.005668394,0.000308644,0.58537,58.537,0,0,0,0
0.0261400,2.614,0.008440,2.25891000E-04,0.844,0.00831,0.831,0.02533,2.533,0.07838,7.838,0.721,0.03326,3.326,0.05052,5.052,0.1010744,10.10744,0.09979,9.979,0.807543,0.246256,6.448,94.735,121.136,39.372,78.454,180.767,15,14,0.008641109,0.00253337,0.52174,52.174,0,0,0,0
0.0280100,2.801,0.013960,1.70783000E-04,1.396,0.01252,1.252,0.04189,4.189,0.1329,13.29,1.282,0.06912,6.912,0.08937,8.937,0.11568,11.568,0.20736,20.736,0.834253,0.240425,8.899,175.836,163.205,30.528,76.709,195.352,79,76,0.006096481,0.001473446,0.15517,15.517,2,0.20703,20.703,0
0.0229400,2.294,0.012980,1.37895000E-04,1.298,0.01099,1.099,0.03893,3.893,0.10408,10.408,0.916,0.04498,4.498,0.07063,7.063,0.12146,12.146,0.13493,13.493,0.803549,0.304771,7.512,166.916,166.79,12.615,154.021,209.277,30,28,0.00601076,0.000403718,0.58696,58.696,1,0.26205,26.205,0
0.0238400,2.384,0.011910,1.22310000E-04,1.191,0.00975,0.975,0.03574,3.574,0.12507,12.507,1.309,0.06087,6.087,0.06937,6.937,0.10876,10.876,0.18261,18.261,0.853956,0.206813,9.554,196.852,194.191,20.539,166.985,226.501,48,45,0.005130215,0.000550854,0.27273,27.273,1,0.23594,23.594,0
0.0258900,2.589,0.010680,1.56748000E-04,1.068,0.01218,1.218,0.03205,3.205,0.11901,11.901,1.107,0.0649,6.49,0.08622,8.622,0.09183,9.183,0.19471,19.471,0.856326,0.184989,8.881,172.198,164.896,22.668,127.527,193.071,31,30,0.006055284,0.000878588,0.20833,20.833,0,0,0,0
0.0299300,2.993,0.013560,1.32333000E-04,1.356,0.01312,1.312,0.04067,4.067,0.11914,11.914,1.124,0.05205,5.205,0.0651,6.51,0.11341,11.341,0.15615,15.615,0.85029,0.209689,8.941,230.286,226.903,42.842,169.097,293.26,170,164,0.004422038,0.000861065,0.53416,53.416,5,0.54305,54.305,0
0.0242900,2.429,0.010470,1.34898000E-04,1.047,0.0091,0.91,0.03142,3.142,0.07804,7.804,0.788,0.0286,2.86,0.03821,3.821,0.06718,6.718,0.08579,8.579,0.87669,0.175659,10.814,186.864,181.121,30.42,123.808,243.783,167,162,0.00555457,0.000982395,0.34783,34.783,3,0.33857,33.857,0
